Description;Category
RSCSS - POSTO ATLAN;TRANSPORTE
* HNA QDBERENI CT -;OUTROS
- PAY - PANIFICADOR 02 12 /;MERCADO
PIX QRS PIX MARKETP28/12;COMPRAS DIVERSAS
BATEL SUBWAY CT -;RESTAURANTES
PAY -PANIFICADOR-18/11;MERCADO
RSCSS-PET SHOP CL;CUIDADOS COM O PET
ICE MOANA CT -;RESTAURANTES
RSCSS IZCOXINHA -;RESTAURANTES
KF HONESTY;MERCADO
PAY PINBANK - * SAN 30 - 09 /;OUTROS
PIX TRANSF 19 / THIAGO 02;OUTROS
PIX MARCELA28 TRANSF 04 /;TRANSFERÊNCIA BANCÁRIA
GYMPASSBR GYMPASS;SAÚDE
. NETFLIX COM;LAZER E ENTRETENIMENTO
PANIFICADOR RSCSS - - 03 03 /;MERCADO
PANQUECAS BONNA;RESTAURANTES
COMERCIO K2 - DU01 / CT 02;COMPRAS DIVERSAS
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PAY - - DONA 27 DEOLA / 11;RESTAURANTES
PIX SEM QRS I PARAR;TRANSPORTE
POSTO PAY - KAIMA;TRANSPORTE
MOANA - CT ICE;RESTAURANTES
PAY FARMACIA - E 17 - 11 /;SAÚDE
CUZ PAY CUZ - DA - 30 / 11;RESTAURANTES
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
- PAY PAGJOHNNYR;OUTROS
TRANSF BENEDIT19 PIX / 12;OUTROS
KORINGA PAY - TAB;RESTAURANTES
PAY GA - MAMBEMBE 10 - / 12;LAZER E ENTRETENIMENTO
ITALO SUPERMERCADOS LT;MERCADO
SHOP PET CLA CT - LIVEIR;CUIDADOS COM O PET
BAS REMUNER SALARIO POUP;RECEITA
SUBSCRIPTION CHATGPT;LAZER E ENTRETENIMENTO
POP SACOLAO;MERCADO
RSCSS - POSTO 290;TRANSPORTE
- RSCSS BATOVI;RESTAURANTES
- PAY RESTAURANTES;RESTAURANTES
01 BAGAGGIO 02 /;COMPRAS DIVERSAS
INT VS UNICLASS;PAGAMENTO CARTÃO
TRANSPO CT COLET - NSP E.;TRANSPORTE
TRANSFERÊNCIA ISABEL;MESADA
- PAY * PAG ANAFLAV - / 06 12;OUTROS
PANVEL FARMA-CT;SAÚDE
PAY -PAG*PRISMAM-09/12;OUTROS
PAY -FARMACIA E -13/10;SAÚDE
- PAY PAPER COPY 24 - / 05;COMPRAS DIVERSAS
PPRO *MICROSOFT;LAZER E ENTRETENIMENTO
- PAY ITS P GRILL - 02 06 /;RESTAURANTES
PIX TRANSF 01 TATIANE02 /;TRANSFERÊNCIA BANCÁRIA
KF HONESTY;MERCADO
KF HONESTY;MERCADO
ULTRAGAZ;MORADIA
MARISA 01 649 02 /;ROUPAS E ACESSÓRIOS
REMUNER SALARIO BAS POUP;POUPANÇA E INVESTIMENTOS
- PANIFICADOR PAY - 25 11 /;MERCADO
PAY MENDONCA - - FO / 11 12;RESTAURANTES
MEGA BAZAR PAPELARIA;EDUCAÇÃO
- PAY POP SACOLAO 23 - / 11;MERCADO
SHOP PET CLARA - LIVEIR CT;CUIDADOS COM O PET
SHOP PIX QRS FAST S27 / 10;COMPRAS DIVERSAS
RESTAURANTES;RESTAURANTES
CAFÉ PIB;RESTAURANTES
PALLA AFFORD CT -;COMPRAS DIVERSAS
PIX TRANSF TATIANE;TRANSFERÊNCIA BANCÁRIA
- PAY POP SACOLAO - / 01 12;MERCADO
SAFE2PAY;TRANSFERÊNCIA BANCÁRIA
PAR SEM * PARAR SEM *;TRANSPORTE
PAG * - CT ASMSERVI;COMPRAS DIVERSAS
CIDADAO DO M-CT;RESTAURANTES
DA CLARO MOVEL 08806989;TELECOMUNICAÇÕES
- PAY PAR IMPULSO;LAZER E ENTRETENIMENTO
PAY - DONA DEOLA 29 - / 11;RESTAURANTES
MICROSOFT;LAZER E ENTRETENIMENTO
BAS REMUNER SALARIO POUP;POUPANÇA E INVESTIMENTOS
COLET TRANSP - RNSPE CT E.;TRANSPORTE
- SACOLAO PAY - POP 25 / 10;MERCADO
- DONA PAY DEOLA 28 - / 11;RESTAURANTES
PAY - - KORINGA 31 TAB / 12;RESTAURANTES
BAS POUP REMUNER SALARIO;POUPANÇA E INVESTIMENTOS
TIT MOBILEPAG 237 BANCO;MORADIA
OPENAI;LAZER E ENTRETENIMENTO
INDU RIMINI;COMPRAS DIVERSAS
TRANSF PIX WESTERN;TRANSFERÊNCIA BANCÁRIA
TEMPO DA FE - CT AURANT;RESTAURANTES
MARISA 649 02 01 /;ROUPAS E ACESSÓRIOS
* PAG DUDUFILH CT -;OUTROS
REGINA FENAT-CT DELIS;COMPRAS DIVERSAS
INT BANCO PAG TIT 237;MORADIA
PIX TRANSF BENAIA;OUTROS
AMAZON ALUGUEL PRIME;LAZER E ENTRETENIMENTO
STAR 191 SH;RESTAURANTES
PAY - - PANIFICADOR 10 31 /;MERCADO
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
PAY - C BARAQUIAS - 12 07 /;RESTAURANTES
MOBILEPAG 3535411820 TIT;MORADIA
PIX QRS CLARO S.A.;TELECOMUNICAÇÕES
LIGHTLA - LOJA CT;COMPRAS DIVERSAS
GUIL CARLOS;OUTROS
INT DISTRIBUICA 00 COPEL;MORADIA
TIT BANCO MOBILEPAG 237;MORADIA
- PAY FARMACIA 06 NI - / 05;SAÚDE
CURITIBA COBASI NO02 02 /;CUIDADOS COM O PET
- RSHOP COMERCI EM2 - / 18 05;MERCADO
PAY PATIO - BATEL 14 - 05 /;OUTROS
PAY -PIPOCA AMER-23/12;RESTAURANTES
PAG * - GAROTAFA CT N 02 / 03;ROUPAS E ACESSÓRIOS
PET SHOP CLARA - CT LIVEIR;CUIDADOS COM O PET
- PANVEL PAY FARM - 08 12 /;SAÚDE
- PAGANGELAA PAY - / 11 05;OUTROS
BARRUN CASA CT -;COMPRAS DIVERSAS
* PAG CAMILACA - O CT;COMPRAS DIVERSAS
UBER *UBER *TRIP;TRANSPORTE
PAY -FARMACIA UN-28/09;SAÚDE
- RESTAURANTES INA CT;RESTAURANTES
RESTAURANTES;RESTAURANTES
- PAY PAG FAMILIA * - 01 11 /;OUTROS
- FAMILIA PAY MAC - 10 06 /;RESTAURANTES
PAG VITORIAC * - INEDA CT;COMPRAS DIVERSAS
DO JENNIFER - O CT CORD;OUTROS
PRIMEIRA IGR - CT BATIST;OUTROS
- PAY LANCHONETE;RESTAURANTES
POUPANÇA REMUNERAÇÃO SALÁRIO;POUPANÇA E INVESTIMENTOS
PAY ITS - P GRILL;RESTAURANTES
FILIAL PLK;COMPRAS DIVERSAS
SEM ABASTECE PARAR *;TRANSPORTE
PAROLI HAVAN CT RI01 - / 02;ROUPAS E ACESSÓRIOS
AMAZONPRIMEBR;LAZER E ENTRETENIMENTO
PIX QRS PA28 PERSONAL 10 /;OUTROS
UNICLASS INT VS;PAGAMENTO CARTÃO
- PAY MADAL VELHO 11 - / 03;RESTAURANTES
PAGTO FINANC VEIC 23/24;TRANSPORTE
- PAY GARAGE HAMB - 13 / 10;RESTAURANTES
YANG CT -;RESTAURANTES
- PAY - PAGASMSERV / 16 06;OUTROS
TIT TIT PAG ULO ITAU;OUTROS
- PAY DE SUZIANE;OUTROS
BK THRU DRIVE;RESTAURANTES
PANIFICADOR PAY - 12 - / 05;MERCADO
FAST SA SHOP 06 12 /;COMPRAS DIVERSAS
- PAY HONESTY KF - 11 14 /;MERCADO
PAY -PAG*ASMSERV-22/10;OUTROS
MICROSOFT SUBSCRIPTION *;LAZER E ENTRETENIMENTO
- PAY OUTBACK SHO 04 - 11 /;RESTAURANTES
- PAY CO INGRESSO;LAZER E ENTRETENIMENTO
FAST SHOP SA 04 / 12;COMPRAS DIVERSAS
POSTO CAXUX;TRANSPORTE
PAG*ASMSERVI-CT;OUTROS
PAY SAMEANDERSO - - 10 28 /;RESTAURANTES
- BATOVI RSCSS - 01 01 /;COMPRAS DIVERSAS
EM2 PAY - COMERCI;COMPRAS DIVERSAS
RSHOP EM2 - - 18 COMERCI / 05;MERCADO
JUROS POUPANCA SALARIO;POUPANÇA E INVESTIMENTOS
IRM FARMACIA - PAVESI CT;SAÚDE
POUPANÇA JUROS;POUPANÇA E INVESTIMENTOS
RSCSS BATOVI -;RESTAURANTES
GLOBAL CENT;OUTROS
GYMPASSBR GYMPASS;SAÚDE
E ENTRETEN TURISMO. CURITIBA;LAZER E ENTRETENIMENTO
PAY FREDDO GELA - - / 04 03;RESTAURANTES
POUP REMUNER BAS SALARIO;POUPANÇA E INVESTIMENTOS
HAVAN PAROLI CT - 02 RI01 /;ROUPAS E ACESSÓRIOS
- PAY POP SACOLAO 01 - / 12;MERCADO
- BARAQUIAS PAY - P 10 / 10;RESTAURANTES
* PAG MADEROIN - RIAE CT;COMPRAS DIVERSAS
- PAY RESTAURANTES;RESTAURANTES
- BAMBU PAY COCO - 21 / 10;RESTAURANTES
PIX TRANSF TATIANE20/06;TRANSFERÊNCIA BANCÁRIA
- RSHOP KF - HONESTY 23 / 02;MERCADO
HONESTY KF;MERCADO
PARK BMB CT -;TRANSPORTE
FOLHA MENSAL PAGAMENTO;OUTROS
CXE SAQUES 000216 / 01 01;SAQUES
CEI DINHEIRO 000002;RECEITA
BRASIL EMPRESA;OUTROS
- PAY LN LT - CAFES 27 / 10;RESTAURANTES
- RSCSS 290 POSTO;TRANSPORTE
SUBSCRIPTION CHATGPT;LAZER E ENTRETENIMENTO
PAG PAY - * ASMSERV 22 - / 10;OUTROS
- PAY URBS;TRANSPORTE
SHOP PET CLARA - LIVEIR CT;CUIDADOS COM O PET
RSHOP-SACOLAO POP;MERCADO
SHOK ROSA CT -;COMPRAS DIVERSAS
TRANSF PIX THIAGO;TRANSFERÊNCIA BANCÁRIA
PAY -SACOLAO POP-23/12;MERCADO
- PAY EST TRIPARK - 29 10 /;TRANSPORTE
- PAY DE SUZIANE;OUTROS
PIX CLARO27 QRS 09 /;TELECOMUNICAÇÕES
CASA - CT CHINA;COMPRAS DIVERSAS
PIX ISABELL TRANSF;MESADA
POPULAR SACOLAO;MERCADO
RIMINI PAY - - INDU 24 / 02;OUTROS
IFOOD C IFDFRANGOS;RESTAURANTES
PAY -INGRESSO CO;LAZER E ENTRETENIMENTO
UBER *UBER *TRIP;TRANSPORTE
PAGAMENTO FOLHA MENSAL;SALÁRIO
- RSCSS PANIFICADOR 03 - 03 /;MERCADO
AIRBNB HMM4PHTN4M *;LAZER E ENTRETENIMENTO
PG TON * ASSA CT -;OUTROS
PAY -SACOLAO POP-25/10;MERCADO
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
PAY -HONESTY KF;MERCADO
RSHOP - S FAST SHOP;COMPRAS DIVERSAS
PAY - DU BOM CAFE 24 - / 05;RESTAURANTES
PAY MERCADOTECA - 05 - 05 /;RESTAURANTES
- PAY SAMEANDERSO - / 10 28;RESTAURANTES
- BARAQUIAS PAY C - 07 12 /;RESTAURANTES
UBER * TRIP UBER *;TRANSPORTE
FREDDO CT -;RESTAURANTES
PAY -FARMACIA UN-08/11;SAÚDE
ITAU UNIBANCO CLUB03/04;LAZER E ENTRETENIMENTO
TRANSF PIX THIAGO 24 11 /;OUTROS
- PAY - 02 VARIEDADES / 12;OUTROS
* PAG LOJASRENNER 02 03 /;ROUPAS E ACESSÓRIOS
PAGAMENTO TÍTULO DE 237 BANCO;MORADIA
BAS REMUNER SALARIO POUP;POUPANÇA E INVESTIMENTOS
PAY - NIDDALA - 06 EVE 12 /;LAZER E ENTRETENIMENTO
PAY -LUIZ ELVIS -29/10;OUTROS
POSTO AUTO;TRANSPORTE
UBER UBER * TRIP *;TRANSPORTE
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
RSHOP PAGADCOSCU -;COMPRAS DIVERSAS
ASMSERV;OUTROS
PAY - AUTO POSTO;TRANSPORTE
PAY PAGGOLOSIT -;OUTROS
E FARMACIA D CT - NIS RIA;SAÚDE
- HONESTY RSCSS KF - 29 04 /;MERCADO
FINANCEIRO PAGAMENTO VEÍCULO;TRANSPORTE
- PAY SACOLAO POP - 19 / 11;MERCADO
PEREIRA PAY DA - - 15 / 11;OUTROS
PAY - DRIVE BU IN - / 06 15;RESTAURANTES
RSCSS - - BATOVI 01 01 /;COMPRAS DIVERSAS
DO BURACO P;LAZER E ENTRETENIMENTO
- PAY EXPR HIROTA 30 - / 11;MERCADO
PIX QRS PARAR I SEM;TRANSPORTE
AIRBNB HMM4PHTN4M *;LAZER E ENTRETENIMENTO
PIX TRANSF TATIANE;TRANSFERÊNCIA BANCÁRIA
GYMPASS GYMPASSBR;SAÚDE
RSCSS BATOVI -;RESTAURANTES
BATE SEPHORA CT -;COMPRAS DIVERSAS
PAY - SUZIANE DE;OUTROS
- PAY - MUCHINSKI E 15 / 12;OUTROS
PIX QRS BANCO SANTA17/11;PAGAMENTO CARTÃO
RSCSS-POSTO 290;TRANSPORTE
- RSHOP POSTO AUTO;TRANSPORTE
- PAY - PAGASMSERV / 08 05;OUTROS
KF HONESTY;MERCADO
- PAY PANIFICADOR - 10 07 /;MERCADO
FOLHA PAGAMENTO MENSAL;OUTROS
PAY -FARMACIA UN-24/02;SAÚDE
CLARO DA 08806989 MOVEL;TELECOMUNICAÇÕES
PIX QRS BUS 11 SERVICO26 /;TRANSPORTE
- PAY REGINA 23 FENA - / 12;MERCADO
E PRATA BELE - OMERCI CT;COMPRAS DIVERSAS
GYMPASSBR GYMPASS;SAÚDE
- PAY LANC THAYMA;RESTAURANTES
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
PASTA - RICCA CT;RESTAURANTES
* HELP UBER TRIP. UBER. CO;TRANSPORTE
PAY -FILIAL PLK -16/11;OUTROS
QRS PIX DEMERGE29 09 /;OUTROS
PAY -M R DE OLIV-28/02;RESTAURANTES
KF HONESTY;MERCADO
* PAG LOJASRENNER 03 03 /;ROUPAS E ACESSÓRIOS
COMERCI SFDB - ALIME CT;MERCADO
CURITIBA HOBBY;LAZER E ENTRETENIMENTO
PAY -PRIMEIRA IG-13/03;DOAÇÕES OU CONTRIBUIÇÕES
WANGL DENISE - ELEZA CT;COMPRAS DIVERSAS
FREDDO -CT;RESTAURANTES
PAY SUPER - ITALO;MERCADO
WOW NIX * BEAU CT - P ALON;COMPRAS DIVERSAS
* ASMSERVI PAG - CT;OUTROS
RSCSS PANIFICADOR - 03 - 03 /;MERCADO
* PAG ATENAFENIX;OUTROS
24 STARBUCKS - TACAO CT;RESTAURANTES
PAY ITS - P GRILL;RESTAURANTES
PAY RIMINI INDU -;OUTROS
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
- RSCSS KF HONESTY - / 18 11;MERCADO
POUPANCA JUROS SALARIO;POUPANÇA E INVESTIMENTOS
ULTRAGAZ DEMAI DA 21900;MORADIA
DA ULTRAGAZ DEMAI 21900;MORADIA
RSCSS - SIM SAO GAB;SAÚDE
LT ITALO SUPERMERCADOS;MERCADO
PIX THIAGO TRANSF 01 05 /;TRANSFERÊNCIA BANCÁRIA
* DL YOUTUB GOOGLE;LAZER E ENTRETENIMENTO
REMUNERAÇÃO POUPANÇA SALÁRIO;POUPANÇA E INVESTIMENTOS
- PAY FENA REGINA - 23 12 /;MERCADO
- PAY GELA FREDDO 14 - / 01;RESTAURANTES
GYMPASSBR GYMPASS;SAÚDE
PAG INT 157000401393 TIT;MORADIA
PAY - POP SACOLAO - / 10 06;MERCADO
MIX ARTI POP - CT DO01 03 /;COMPRAS DIVERSAS
POSTO PIX QRS VIA T;TRANSPORTE
CURITIBA HOBBY;LAZER E ENTRETENIMENTO
UBER * * TRIP UBER;TRANSPORTE
PAY -VARIEDADES -02/12;OUTROS
- PAY PANIFICADOR;MERCADO
MC DONALDS CT S -;RESTAURANTES
- PAY E MUCHINSKI;OUTROS
* PAG ASMSERVI CT -;OUTROS
PAY IFDTROPICA -;OUTROS
PAY - FARMACIA UN 24 - / 02;SAÚDE
TIT INT PAG BANCO 237;MORADIA
PAY -HONESTY KF -12/11;MERCADO
AGUA DAJU VE - 02 CT 02 /;ROUPAS E ACESSÓRIOS
RSCSS-HONESTY KF;MERCADO
GYMPASSBR GYMPASS;SAÚDE
PAY BAR - O CHOPP - 13 / 12;RESTAURANTES
PAY -RODOSNACK P-02/11;RESTAURANTES
SUCOS PAY - CIA E - 30 / 11;RESTAURANTES
ASSA FRANGO;RESTAURANTES
TRANSF PIX / BENEDIT19 12;OUTROS
PARAR SEM ABASTECE *;TRANSPORTE
PAY -PANIFICADOR-24/05;MERCADO
DENISE WANGL - CT ELEZA;COMPRAS DIVERSAS
- RSHOP TURIS FARES;LAZER E ENTRETENIMENTO
PIX QRS BUS SERVICO30/11;OUTROS
RSCSS - HONESTY KF;MERCADO
- PAY - PANIFICADOR 16 06 /;MERCADO
LEO COSMETIC-CT;COMPRAS DIVERSAS
- POSTO RSCSS ATLAN;TRANSPORTE
TRANSP COLET - CT RNSPE E.;TRANSPORTE
- PAY POP SACOLAO 23 - / 12;MERCADO
GIOVANA PAY - - SZN 17 / 05;CUIDADOS PESSOAIS
JUROS SALÁRIO POUPANÇA;POUPANÇA E INVESTIMENTOS
MOANA - CT ICE;RESTAURANTES
ESCOLASEBDOM*BOSCO;EDUCAÇÃO
MOANA CT ICE -;RESTAURANTES
000003 CEI DINHEIRO;RECEITA
* PG TON MAND CT LTDA -;COMPRAS DIVERSAS
MR CHEE - CT;RESTAURANTES
ITALO LT SUPERMERCADOS;MERCADO
DO M CIDADAO - CT;RESTAURANTES
BK DRIVE POR-CT FRANCI;RESTAURANTES
ESCOLASEBDOM BOSCO *;EDUCAÇÃO
PAY - BARAQUIAS P 10 - / 10;RESTAURANTES
GYMPASSBR GYMPASS;SAÚDE
Y PASTELARIA CT -;RESTAURANTES
- PAY IN DRIVE BU - 01 12 /;RESTAURANTES
RSCSS HONESTY KF - - / 18 11;MERCADO
SEM ABASTECE PARAR *;TRANSPORTE
PIX WESTERN TRANSF;TRANSFERÊNCIA BANCÁRIA
RSHOP FAST - S SHOP;COMPRAS DIVERSAS
CASA AUROKE CARNES DE;MERCADO
PAY -GREEN GATE;RESTAURANTES
* PPRO MICROSOFT;LAZER E ENTRETENIMENTO
POUPANÇA REMUNERAÇÃO SALÁRIO;POUPANÇA E INVESTIMENTOS
TEMPO PAY - DA - FE 04 / 12;OUTROS
RESTAURANTES;RESTAURANTES
INT PAG BANCO 237 TIT;MORADIA
THIAGO PIX TRANSF 20 / 12;OUTROS
UNICLASS INT VS;PAGAMENTO CARTÃO
QRS PIX S OI. A. - / 12 E22;TELECOMUNICAÇÕES
SUL PACIFICO;OUTROS
- POSTO PAY QUERE;TRANSPORTE
PRIME AMAZON ALUGUEL;LAZER E ENTRETENIMENTO
JUROS SALÁRIO POUPANÇA;POUPANÇA E INVESTIMENTOS
COLET TRANSPO NSP - CT. E;TRANSPORTE
PG *TON PRIM-CT NITIN;OUTROS
ROSA - CT SHOK;COMPRAS DIVERSAS
* MERCADOLIVRE / ALPHA03 03;COMPRAS DIVERSAS
- RSCSS HONESTY - KF / 18 11;MERCADO
ATENAFEN PAG * - CT;OUTROS
PAY - POP SACOLAO 23 - 10 /;MERCADO
POR MUFFATO;MERCADO
A WISH RENT - CT / CA02 02;LAZER E ENTRETENIMENTO
PAY KOPENHAGEN - 29 - 05 /;RESTAURANTES
- PAY COFFE GRAN - 12 12 /;RESTAURANTES
SHOP FAST SA 07 12 /;COMPRAS DIVERSAS
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
PAY - KF HONESTY 01 - 11 /;MERCADO
TRANS BENATO;TRANSPORTE
PAY -AUROKE CASA-18/12;MERCADO
PANVEL - CT FARMA;SAÚDE
PAG VITORIAC * - INEDA CT;COMPRAS DIVERSAS
BRUNO CT BOLOS -;RESTAURANTES
ULTRAGAZ DA 21900 DEMAI;MORADIA
PIZZ MILLAN;RESTAURANTES
RSCSS-POSTO ATLAN;TRANSPORTE
RSHOP-FARES TURIS;LAZER E ENTRETENIMENTO
STARBUCKS 21 - BA CT TIO;RESTAURANTES
PAY TELECELL - 27 - 10 /;OUTROS
LAGO BRASAL;OUTROS
TRANSF PIX TATIANE;TRANSFERÊNCIA BANCÁRIA
INT VS UNICLASS;PAGAMENTO CARTÃO
- PAY PAG * - JORGELU 18 05 /;OUTROS
INT PAG TIT 157000402094;MORADIA
- PANIFICADOR PAY - / 18 11;MERCADO
- RSHOP AREATEC;COMPRAS DIVERSAS
MANIA DOG;CUIDADOS COM O PET
RSHOP - MALLORCA MA;COMPRAS DIVERSAS
HONESTY PAY KF - - 23 / 12;RESTAURANTES
* PAG - ASMSERVI CT;OUTROS
- RSCSS ATLAN POSTO;TRANSPORTE
GYMPASS GYMPASSBR;SAÚDE
SUPERMERCADOS ITALO LT;MERCADO
PIX TRANSF ANA PAU;TRANSFERÊNCIA BANCÁRIA
PAY WOW - * BEA NIX - 26 11 /;OUTROS
MARCELA TRANSFERÊNCIA;TRANSFERÊNCIA BANCÁRIA
UBER *UBER *TRIP;TRANSPORTE
RESTAURANTES -CT INA;RESTAURANTES
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
FLEX CLARO;TELECOMUNICAÇÕES
PAY -KOPENHAGEN -29/05;RESTAURANTES
* UBER * UBER TRIP;TRANSPORTE
RSHOP AUTO POSTO -;TRANSPORTE
ATENAFEN PAG * - CT;OUTROS
GYMPASSBR GYMPASS;SAÚDE
* PAG ATENAFEN CT -;OUTROS
PAY -KALUNGA CUR-10/10;EDUCAÇÃO
FLEX CLARO;TELECOMUNICAÇÕES
DL * GOOGLE STORAG;LAZER E ENTRETENIMENTO
- PAY DE SUZIANE;OUTROS
GYMPASSBR GYMPASS;SAÚDE
- PAY QUERE POSTO;TRANSPORTE
GREEN PAY - GATE;RESTAURANTES
GYMPASSBR GYMPASS;SAÚDE
- PAY KF HONESTY - 25 10 /;MERCADO
HNA*OBOTICAR-CT;SAÚDE
- PAY POSTO AUTO 04 - / 11;TRANSPORTE
BANCA CURITI - CT;OUTROS
PIX TRANSF MARTTER;TRANSFERÊNCIA BANCÁRIA
PIX DEPARTAMENT QRS;OUTROS
PAY GARAGEM BAT - - 13 03 /;TRANSPORTE
DAJU VE AGUA CT -;ROUPAS E ACESSÓRIOS
- PAY SAMEANDERSO 28 - 10 /;RESTAURANTES
BAS REMUNER SALARIO POUP;POUPANÇA E INVESTIMENTOS
SACOLAO POPULAR;MERCADO
SCHMID PORCELANAS / 01 03;COMPRAS DIVERSAS
PAY - CREDI ZUL 3 - 18 10 /;TRANSPORTE
PARAR SEM ABASTECE *;TRANSPORTE
PAY - - SACOLAO 25 POP / 10;MERCADO
PG * UNIVERSO NARR / 09 12;EDUCAÇÃO
PAY LANC - THAYMA;RESTAURANTES
ULTRAGAZ DA 21900 DEMAI;OUTROS
RSCSS - KF - 06 HONESTY / 12;MERCADO
IFDZORA IFOOD FAST;RESTAURANTES
PIX QRS CLARO27/09;TELECOMUNICAÇÕES
UBER UBER * * TRIP;TRANSPORTE
PAY - SUCOS CIA - 30 E / 11;RESTAURANTES
PRIME AMAZON ALUGUEL;LAZER E ENTRETENIMENTO
RSHOP TURIS - FARES;LAZER E ENTRETENIMENTO
PAY -PAG*FAMILIA-01/11;OUTROS
CANTIN PRIMA CT -;RESTAURANTES
DO BURACO P;LAZER E ENTRETENIMENTO
PAY -LJ 3095 SH-16/11;OUTROS
- PAY - PANIFICADOR / 03 05;MERCADO
PAY -GRAN COFFE-12/12;RESTAURANTES
RSHOP - CONFECCAO J;COMPRAS DIVERSAS
RSCSS-PIB CAFE ME;RESTAURANTES
- PAY - 04 PANIFICADOR / 03;MERCADO
- PANIFICADORA ILIA CT;MERCADO
GYMPASSBR GYMPASS;SAÚDE
PAY GROSSI - - COME 08 12 /;MERCADO
INDU RIMINI;COMPRAS DIVERSAS
TRANSF PIX 12 THIAGO / 06;TRANSFERÊNCIA BANCÁRIA
- RSHOP POP SACOLAO;MERCADO
PAY MUSTANG - SAL - 05 11 /;RESTAURANTES
- PAY IG PRIMEIRA - / 13 03;DOAÇÕES OU CONTRIBUIÇÕES
PAY - POSTO AUTO 04 - 11 /;TRANSPORTE
- RSHOP COMERCI EM2 - / 18 05;MERCADO
JUROS SALARIO POUPANCA;POUPANÇA E INVESTIMENTOS
PAY PANIFICADOR -;MERCADO
IGR PRIMEIRA CT - BATIST;OUTROS
- PAY CASA AUROKE 03 - / 01;MERCADO
- PAY BARBEARIA - 18 P / 05;CUIDADOS PESSOAIS
PAY -DONA DEOLA -29/11;RESTAURANTES
TRANSF PIX ISABELL20 10 /;MESADA
LEABER PAY - ESTA - / 06 12;TRANSPORTE
CLARO PIX;TELECOMUNICAÇÕES
- PAY PAR IMPULSO;LAZER E ENTRETENIMENTO
AWS AMAZON BRA SERVICOS;COMPRAS DIVERSAS
FARMACIA D E CT - NIS RIA;SAÚDE
AMAZONPRIMEBR;LAZER E ENTRETENIMENTO
POSTO AUTO;TRANSPORTE
MAFIA LA;RESTAURANTES
DA MOVEL 08806989 CLARO;TELECOMUNICAÇÕES
PG *UNIVERSO NARR 07/12;EDUCAÇÃO
PAY -LUIZ ELVIS -22/10;OUTROS
JUROS SALARIO POUPANCA;RECEITA
PIX TRANSF ISABELL01/12;MESADA
KF HONESTY V CT -;MERCADO
WHISKYA MP;RESTAURANTES
* ESCOLASEBDOM BOSCO;EDUCAÇÃO
RSCSS-PAMONHAS SE-24/02;RESTAURANTES
AGUA VE DAJU - CT 02 02 /;ROUPAS E ACESSÓRIOS
- PAY EST TRIPARK - / 29 10;TRANSPORTE
* PAG DUDUFILH CT -;OUTROS
PIX QRS DISTR22 COPEL 12 /;MORADIA
* UBER * UBER TRIP;TRANSPORTE
OPENAI;LAZER E ENTRETENIMENTO
- PAGMADEROI PAY - 30 04 /;RESTAURANTES
VESTUARIO .CURITIBA;ROUPAS E ACESSÓRIOS
PAGPAULORO;OUTROS
LIVRE MERCADO ALPHA03 * / 03;COMPRAS DIVERSAS
PANIFICADOR;MERCADO
DRIVE BK THRU;RESTAURANTES
PAY -REGINA FENA-23/12;MERCADO
- PAY PAR IMPULSO;LAZER E ENTRETENIMENTO
- PAY PA GUARDIAN 16 - / 12;CUIDADOS COM O PET
- PAY LUIZ ELVIS - 05 25 /;LAZER E ENTRETENIMENTO
PAY -LANCHONETE;RESTAURANTES
FESTIVAL;MERCADO
- PAY WAL BOURBON;LAZER E ENTRETENIMENTO
HONESTY V KF CT -;MERCADO
PAY URBS -;TRANSPORTE
PAY - DEOLA DONA 29 - 11 /;RESTAURANTES
PAY -KORINGA TAB;RESTAURANTES
JUROS SALÁRIO POUPANÇA;POUPANÇA E INVESTIMENTOS
PARAR SEM ABASTECE *;TRANSPORTE
QRS PIX PIX MARKETP16 05 /;COMPRAS DIVERSAS
- PAY BAMBU COCO;RESTAURANTES
PAY - ELVIS LUIZ 14 - 06 /;OUTROS
- DRIVE PAY IN BU;RESTAURANTES
- PAY - MERCADOTECA / 05 05;RESTAURANTES
ULTRAGAZ DEMAI DA 21900;MORADIA
DO HARMONIA;CUIDADOS PESSOAIS
RSHOP LIV - JO CTBA;COMPRAS DIVERSAS
ULTRAGAZ DA 21900 DEMAI;MORADIA
- PAY COFFEE GRAN - 12 12 /;RESTAURANTES
TED INTD7453568 D;OUTROS
FARMÁCIA;SAÚDE
* IFOOD CLUBE IFOOD *;RESTAURANTES
PET CLARA SHOP - LIVEIR CT;CUIDADOS COM O PET
- PAY SACOLAO - POP 23 10 /;MERCADO
PAY PANIFICADOR - 31 - 10 /;MERCADO
PAY - ELVIS LUIZ 16 - 06 /;OUTROS
STAR 218 PAT-CT ATEL;COMPRAS DIVERSAS
